horse_name,horse_id,sex_age_latest,starts,wins,top2,top3,win_rate,quinella_rate,show_rate,avg_finish,avg_last3f,best_last3f,first_race_date,latest_race_date,latest_course,latest_surface,latest_distance_m,latest_finish,condition_starts_json
ワディアルリヤハ,pw01dud102023107372/BB,牝2,4,0,1,2,0.0,0.25,0.5,4.0,34.525,33.6,2025-08-24,2025-12-14,中山,芝,200,4,"{""中山|芝|200"": 1, ""新潟|芝|600"": 1, ""東京|芝|400"": 2}"
ワトルツリー,pw01dud102023110056/19,牝2,1,0,0,0,0.0,0.0,0.0,10.0,34.7,34.7,2025-07-26,2025-07-26,新潟,芝,400,10,"{""新潟|芝|400"": 1}"
ワナカ,pw01dud102022104540/AE,牝3,2,0,0,0,0.0,0.0,0.0,10.5,39.4,37.9,2025-03-22,2025-06-08,東京,ダート,600,13,"{""中京|ダート|200"": 1, ""東京|ダート|600"": 1}"
ワラビガミ,pw01dud102023102698/75,牝2,2,0,0,0,0.0,0.0,0.0,7.0,38.4,37.3,2025-08-09,2025-09-07,札幌,芝,000,4,"{""札幌|ダート|700"": 1, ""札幌|芝|000"": 1, ""札幌|芝|800"": 1}"
ワルキューレキング,pw01dud102023101524/19,牡2,2,0,0,0,0.0,0.0,0.0,7.0,39.05,38.8,2025-10-11,2025-12-27,中山,ダート,200,6,"{""中山|ダート|200"": 1, ""東京|ダート|400"": 1}"
ワルツプリンセス,pw01dud102023103158/2F,牝2,1,0,0,0,0.0,0.0,0.0,8.0,38.2,38.2,2025-12-06,2025-12-06,阪神,ダート,200,8,"{""阪神|ダート|200"": 1}"
ワルトシュタイン,pw01dud102023103240/B8,牡2,2,0,0,0,0.0,0.0,0.0,5.0,37.95,37.3,2025-11-09,2025-11-22,京都,ダート,800,4,"{""京都|ダート|400"": 1, ""京都|ダート|800"": 1}"
ワレハウミノコ,pw01dud102020102831/AE,牝5,5,0,0,0,0.0,0.0,0.0,13.4,37.28,35.2,2025-01-25,2025-10-19,京都,ダート,400,15,"{""中京|ダート|400"": 1, ""京都|ダート|400"": 1, ""小倉|ダート|700"": 1, ""小倉|芝|000"": 1, ""阪神|芝|000"": 1}"
ワンインザスカイ,pw01dud102023105120/45,牝2,2,0,0,0,0.0,0.0,0.0,13.0,39.5,35.9,2025-06-21,2025-08-10,札幌,ダート,700,13,"{""函館|芝|200"": 1, ""札幌|ダート|700"": 1}"
ワンウェイトゥヘル,pw01dud102022102701/65,牡3,11,1,1,3,0.090909,0.090909,0.272727,4.9091,38.1273,36.3,2025-01-19,2025-12-14,中京,ダート,200,6,"{""中京|ダート|200"": 1, ""中京|ダート|400"": 5, ""京都|ダート|200"": 1, ""京都|芝|600"": 1, ""新潟|ダート|200"": 1, ""阪神|ダート|400"": 2}"
ワンオールショット,pw01dud102022103605/EF,牡3,2,0,0,0,0.0,0.0,0.0,8.0,39.95,39.1,2025-03-22,2025-04-06,阪神,ダート,800,10,"{""中京|ダート|800"": 1, ""阪神|ダート|800"": 1}"
ワンカードフェロー,pw01dud102022103643/49,牡3,2,0,0,0,0.0,0.0,0.0,13.5,38.8,38.6,2025-11-16,2025-12-20,中京,ダート,900,14,"{""中京|ダート|900"": 1, ""東京|ダート|600"": 1}"
ワンコールアウェイ,pw01dud102022104180/2A,牝3,6,1,2,2,0.166667,0.333333,0.333333,4.8333,35.4333,34.8,2025-02-08,2025-06-15,阪神,芝,400,1,"{""京都|芝|400"": 1, ""小倉|芝|800"": 1, ""新潟|芝|600"": 1, ""阪神|芝|400"": 1, ""阪神|芝|600"": 1, ""阪神|芝|800"": 1}"
ワンザストーリー,pw01dud102022104916/F4,牝3,4,0,0,0,0.0,0.0,0.0,10.75,36.225,34.3,2025-01-06,2025-05-18,京都,芝,200,11,"{""中京|ダート|200"": 1, ""京都|芝|200"": 1, ""小倉|芝|200"": 1, ""阪神|芝|600"": 1}"
ワンショートデイ,pw01dud102022106726/80,牝3,2,0,0,0,0.0,0.0,0.0,13.0,39.95,37.0,2025-03-23,2025-04-12,中山,ダート,800,11,"{""中山|ダート|800"": 1, ""中山|芝|600"": 1}"
ワンストローク,pw01dud102023102106/0A,牝2,1,0,0,0,0.0,0.0,0.0,14.0,41.1,41.1,2025-11-01,2025-11-01,京都,ダート,800,14,"{""京都|ダート|800"": 1}"
ワンダイレクト,pw01dud102020103129/CE,牡5,8,0,2,2,0.0,0.25,0.25,5.375,34.275,33.4,2025-01-19,2025-10-19,東京,芝,800,9,"{""中山|芝|600"": 3, ""小倉|芝|800"": 1, ""東京|芝|600"": 1, ""東京|芝|800"": 1, ""阪神|芝|600"": 2}"
ワンダフルデイズ,pw01dud102023107050/22,牡2,5,0,2,2,0.0,0.4,0.4,3.2,36.8,34.1,2025-06-21,2025-12-21,阪神,ダート,800,4,"{""中京|芝|000"": 1, ""京都|ダート|800"": 1, ""東京|芝|800"": 1, ""阪神|ダート|800"": 2}"
ワンダフルトゥデイ,pw01dud102019106671/C9,せん6,5,0,0,0,0.0,0.0,0.0,9.8,39.18,37.1,2025-03-09,2025-12-21,阪神,ダート,800,12,"{""阪神|ダート|400"": 2, ""阪神|ダート|800"": 3}"
ワンダフルヘヴン,pw01dud102019110076/16,牝6,3,0,0,0,0.0,0.0,0.0,12.3333,38.1667,37.2,2025-01-12,2025-05-10,京都,ダート,800,8,"{""中山|芝|200"": 1, ""京都|ダート|800"": 1, ""福島|芝|600"": 1}"
ワンダフルボンド,pw01dud102023103737/C2,牡2,2,1,1,1,0.5,0.5,0.5,3.0,34.65,34.1,2025-10-12,2025-11-02,京都,芝,000,1,"{""京都|芝|000"": 2}"
ワンダラー,pw01dud102022100071/A0,牡3,7,3,5,5,0.428571,0.714286,0.714286,3.4286,36.7286,35.5,2025-01-26,2025-12-13,中山,ダート,200,8,"{""中山|ダート|200"": 5, ""京都|ダート|200"": 1, ""東京|ダート|400"": 1}"
ワンダーアスク,pw01dud102023103191/4A,牝2,3,0,0,0,0.0,0.0,0.0,5.6667,34.8333,34.0,2025-10-18,2025-12-20,中京,芝,600,7,"{""中京|芝|600"": 1, ""京都|芝|600"": 1, ""阪神|芝|600"": 1}"
ワンダーアンジェ,pw01dud102022101020/CC,牝3,6,0,0,0,0.0,0.0,0.0,8.5,38.1333,34.2,2025-02-15,2025-08-30,札幌,芝,500,11,"{""京都|ダート|200"": 1, ""京都|ダート|800"": 1, ""函館|芝|200"": 1, ""札幌|芝|500"": 1, ""福島|ダート|150"": 1, ""阪神|ダート|200"": 1}"
ワンダーイロネ,pw01dud102022100200/1F,牝3,5,1,1,1,0.2,0.2,0.2,6.2,38.3,37.3,2025-01-11,2025-09-07,阪神,ダート,400,5,"{""中京|ダート|400"": 1, ""中山|ダート|200"": 1, ""阪神|ダート|200"": 1, ""阪神|ダート|400"": 2}"
ワンダーウィルク,pw01dud102019103092/69,牡6,6,0,0,1,0.0,0.0,0.166667,7.1667,39.0,37.7,2025-01-11,2025-05-24,新潟,ダート,800,10,"{""中京|ダート|400"": 2, ""中京|ダート|800"": 1, ""新潟|ダート|800"": 2, ""福島|ダート|700"": 1}"
ワンダーエイド,pw01dud102023100457/82,牡2,2,0,0,0,0.0,0.0,0.0,11.0,36.3,35.6,2025-11-08,2025-12-07,阪神,芝,400,18,"{""京都|芝|400"": 1, ""阪神|芝|400"": 1}"
ワンダーエバー,pw01dud102022100420/A1,牡3,1,0,0,0,0.0,0.0,0.0,15.0,47.1,47.1,2025-03-01,2025-03-01,小倉,ダート,700,15,"{""小倉|ダート|700"": 1}"
ワンダーエルピス,pw01dud102022100016/7F,牝3,2,0,0,0,0.0,0.0,0.0,12.5,36.5,35.5,2025-06-29,2025-07-26,中京,芝,000,13,"{""中京|芝|000"": 1, ""小倉|芝|200"": 1}"
ワンダーカフェ,pw01dud102022100914/52,牝3,3,0,0,0,0.0,0.0,0.0,7.3333,35.5667,35.2,2025-07-06,2025-08-30,新潟,芝,400,8,"{""新潟|芝|200"": 1, ""新潟|芝|400"": 1, ""福島|芝|200"": 1}"
ワンダーカモン,pw01dud102021100739/C3,牡4,8,1,2,2,0.125,0.25,0.25,5.125,37.525,35.7,2025-03-23,2025-11-23,東京,ダート,600,8,"{""中京|ダート|400"": 1, ""函館|ダート|700"": 2, ""新潟|ダート|800"": 1, ""札幌|ダート|700"": 1, ""東京|ダート|600"": 2, ""福島|ダート|700"": 1}"
ワンダーキサラ,pw01dud102019102458/B0,牝6,7,2,5,5,0.285714,0.714286,0.714286,4.7143,34.4571,33.2,2025-02-16,2025-09-07,阪神,芝,200,11,"{""中京|芝|200"": 1, ""京都|芝|200"": 1, ""小倉|芝|200"": 3, ""福島|芝|200"": 1, ""阪神|芝|200"": 1}"
ワンダーキュイラス,pw01dud102022100164/1A,牡3,5,0,0,0,0.0,0.0,0.0,9.4,39.6,39.1,2025-03-16,2025-08-23,中京,ダート,800,7,"{""中京|ダート|800"": 2, ""小倉|ダート|700"": 1, ""阪神|ダート|400"": 2}"
ワンダーサイファー,pw01dud102023100456/0F,牡2,1,0,0,0,0.0,0.0,0.0,16.0,41.0,41.0,2025-10-26,2025-10-26,京都,ダート,800,16,"{""京都|ダート|800"": 1}"
ワンダーサリュー,pw01dud102022100717/49,牝3,1,0,0,0,0.0,0.0,0.0,12.0,38.1,38.1,2025-04-27,2025-04-27,福島,ダート,150,12,"{""福島|ダート|150"": 1}"
ワンダージュノ,pw01dud102019102803/E5,せん6,2,0,0,0,0.0,0.0,0.0,10.5,,,2025-04-13,2025-10-05,東京,障害,000,10,"{""中山|障害|880"": 1, ""東京|障害|000"": 1}"
ワンダースティング,pw01dud102018102956/33,牡7,7,0,1,3,0.0,0.142857,0.428571,7.0,38.8571,37.9,2025-01-06,2025-12-28,阪神,ダート,800,6,"{""中京|ダート|800"": 3, ""京都|ダート|800"": 1, ""阪神|ダート|800"": 3}"
ワンダーティコ,pw01dud102022102583/69,牝3,4,0,0,0,0.0,0.0,0.0,13.25,38.125,35.1,2025-01-05,2025-08-02,中京,ダート,400,16,"{""中京|ダート|400"": 1, ""中京|ダート|800"": 1, ""阪神|芝|000"": 1, ""阪神|芝|600"": 1}"
ワンダーディーン,pw01dud102023101758/77,牡2,4,1,3,3,0.25,0.75,0.75,2.25,36.75,35.9,2025-07-12,2025-12-20,阪神,ダート,800,2,"{""中山|ダート|800"": 1, ""京都|ダート|800"": 1, ""函館|芝|800"": 1, ""阪神|ダート|800"": 1}"
ワンダーデリエール,pw01dud102023100446/FF,牝2,1,0,0,0,0.0,0.0,0.0,9.0,40.8,40.8,2025-12-27,2025-12-27,阪神,ダート,800,9,"{""阪神|ダート|800"": 1}"
ワンダーバリエンス,pw01dud102023105196/67,牝2,1,0,0,0,0.0,0.0,0.0,15.0,41.7,41.7,2025-11-09,2025-11-09,東京,ダート,600,15,"{""東京|ダート|600"": 1}"
ワンダーフェロー,pw01dud102021100569/91,牡4,1,0,0,0,0.0,0.0,0.0,11.0,38.6,38.6,2025-03-01,2025-03-01,阪神,ダート,400,11,"{""阪神|ダート|400"": 1}"
ワンダーフレックス,pw01dud102022101025/0B,牝3,3,0,0,0,0.0,0.0,0.0,16.6667,37.1667,35.9,2025-03-02,2025-07-27,中京,芝,400,18,"{""中京|芝|400"": 1, ""京都|ダート|200"": 1, ""阪神|芝|800"": 1}"
ワンダーブリング,pw01dud102022100215/6E,牡3,4,0,0,0,0.0,0.0,0.0,10.0,37.475,36.8,2025-04-13,2025-07-12,小倉,ダート,000,12,"{""京都|ダート|200"": 1, ""小倉|ダート|000"": 1, ""新潟|ダート|200"": 1, ""阪神|ダート|200"": 1}"
ワンダーブレット,pw01dud102019102585/B8,せん6,1,0,0,0,0.0,0.0,0.0,11.0,39.2,39.2,2025-11-16,2025-11-16,京都,ダート,800,11,"{""京都|ダート|800"": 1}"
ワンダーリズム,pw01dud102022100166/00,牡3,6,0,0,0,0.0,0.0,0.0,10.0,39.2667,36.6,2025-01-19,2025-11-15,京都,ダート,800,16,"{""中京|ダート|900"": 1, ""中山|ダート|200"": 1, ""京都|ダート|800"": 1, ""阪神|ダート|400"": 1, ""阪神|ダート|800"": 1, ""阪神|芝|000"": 1}"
ワンダーレイザー,pw01dud102022100419/9C,牡3,4,0,0,0,0.0,0.0,0.0,11.25,40.525,38.2,2025-01-18,2025-08-10,新潟,ダート,200,7,"{""中山|ダート|800"": 1, ""新潟|ダート|200"": 1, ""東京|ダート|100"": 1, ""東京|ダート|600"": 1}"
ワンダーレジット,pw01dud102022100716/D6,牡3,4,0,0,0,0.0,0.0,0.0,12.75,39.525,37.3,2025-02-10,2025-07-20,福島,ダート,150,11,"{""中山|ダート|800"": 1, ""京都|ダート|800"": 1, ""福島|ダート|150"": 2}"
ワンダーヴァッフェ,pw01dud102022100160/4E,せん3,4,0,0,0,0.0,0.0,0.0,10.0,39.125,37.1,2025-04-05,2025-08-10,札幌,ダート,700,11,"{""函館|ダート|700"": 1, ""札幌|ダート|700"": 1, ""阪神|ダート|200"": 1, ""阪神|ダート|400"": 1}"
ワンチャン,pw01dud102022101748/DB,牝3,3,0,0,0,0.0,0.0,0.0,9.0,34.9,33.8,2025-03-09,2025-08-23,中京,芝,200,6,"{""中京|芝|200"": 1, ""小倉|芝|200"": 1, ""阪神|芝|600"": 1}"
ワンハート,pw01dud102022107174/B3,牝3,3,0,0,0,0.0,0.0,0.0,10.0,37.9333,37.0,2025-04-13,2025-05-10,京都,ダート,800,9,"{""京都|ダート|800"": 1, ""東京|芝|400"": 1, ""阪神|芝|000"": 1}"
ワンパット,pw01dud102021102903/21,牡4,6,1,1,3,0.166667,0.166667,0.5,6.1667,37.1333,35.3,2025-02-22,2025-12-14,阪神,ダート,000,3,"{""中山|ダート|400"": 1, ""京都|ダート|800"": 1, ""東京|ダート|100"": 2, ""東京|ダート|600"": 1, ""阪神|ダート|000"": 1}"
ワンモアスマイル,pw01dud102022105590/ED,牡3,6,1,3,3,0.166667,0.5,0.5,4.3333,34.4667,33.2,2025-02-16,2025-11-02,東京,芝,600,4,"{""京都|芝|600"": 1, ""小倉|芝|800"": 1, ""東京|芝|600"": 1, ""東京|芝|800"": 1, ""阪神|芝|600"": 2}"
ワンモメンタム,pw01dud102023103823/17,牡2,2,0,0,0,0.0,0.0,0.0,5.0,38.65,37.2,2025-06-21,2025-08-10,札幌,ダート,700,6,"{""札幌|ダート|700"": 1, ""東京|ダート|400"": 1}"
ワンリオン,pw01dud102019101446/CB,牡6,2,0,0,0,0.0,0.0,0.0,11.0,34.95,33.2,2025-01-12,2025-02-22,小倉,芝,200,8,"{""中京|ダート|200"": 1, ""小倉|芝|200"": 1}"
ワンワールド,pw01dud102023103618/E4,牝2,3,0,0,1,0.0,0.0,0.333333,8.0,37.5333,34.5,2025-11-02,2025-12-21,阪神,ダート,800,11,"{""京都|芝|600"": 1, ""東京|芝|600"": 1, ""阪神|ダート|800"": 1}"
ワーキングアセット,pw01dud102021104936/88,牡4,6,0,0,0,0.0,0.0,0.0,10.0,37.8333,34.8,2025-02-08,2025-09-14,阪神,ダート,000,11,"{""中京|芝|000"": 1, ""中京|芝|200"": 1, ""京都|芝|400"": 1, ""小倉|芝|000"": 1, ""小倉|芝|600"": 1, ""阪神|ダート|000"": 1}"
ワーキングデライト,pw01dud102022105870/60,牝3,5,1,1,1,0.2,0.2,0.2,4.2,34.76,34.2,2025-02-08,2025-07-13,福島,芝,000,1,"{""中山|芝|000"": 1, ""東京|芝|400"": 2, ""東京|芝|800"": 1, ""福島|芝|000"": 1}"
ワークソング,pw01dud102021102462/19,牡4,7,1,2,2,0.142857,0.285714,0.285714,6.4286,36.9571,35.7,2025-01-18,2025-12-28,中山,ダート,200,13,"{""中山|ダート|200"": 2, ""京都|ダート|200"": 1, ""新潟|ダート|200"": 1, ""福島|ダート|150"": 3}"
ワース,pw01dud102022104734/CC,牡3,4,1,2,2,0.25,0.5,0.5,4.75,34.525,33.6,2025-01-05,2025-05-31,京都,芝,200,10,"{""中山|芝|200"": 1, ""中山|芝|600"": 1, ""京都|芝|200"": 1, ""福島|芝|200"": 1}"
ワーズワース,pw01dud102018104030/86,牡7,10,0,3,4,0.0,0.3,0.4,5.0,36.14,34.8,2025-01-25,2025-12-06,阪神,ダート,400,6,"{""京都|ダート|400"": 2, ""小倉|ダート|700"": 2, ""東京|ダート|400"": 1, ""阪神|ダート|400"": 5}"
ワーフデール,pw01dud102019105445/14,牝6,1,0,0,0,0.0,0.0,0.0,8.0,36.4,36.4,2025-01-26,2025-01-26,中山,芝,800,8,"{""中山|芝|800"": 1}"
ワープエンジン,pw01dud102021102579/7F,牝4,1,0,0,0,0.0,0.0,0.0,11.0,,,2025-01-12,2025-01-12,中京,障害,000,11,"{""中京|障害|000"": 1}"
ワープスピード,pw01dud102019105312/5A,牡6,5,0,0,0,0.0,0.0,0.0,8.6,36.2,33.9,2025-02-22,2025-12-06,中山,芝,600,5,"{""中山|芝|600"": 1, ""京都|芝|200"": 1, ""京都|芝|400"": 1, ""東京|芝|400"": 1, ""阪神|芝|000"": 1}"
ワールズエンド,pw01dud102021105864/90,牡4,4,1,3,3,0.25,0.75,0.75,3.25,34.3,33.2,2025-01-12,2025-12-13,阪神,芝,600,2,"{""中京|芝|600"": 1, ""京都|芝|400"": 1, ""新潟|芝|400"": 1, ""阪神|芝|600"": 1}"
ワールズコライド,pw01dud102020110062/B9,牡5,1,0,0,0,0.0,0.0,0.0,9.0,37.6,37.6,2025-08-17,2025-08-17,新潟,ダート,200,9,"{""新潟|ダート|200"": 1}"
ワールドキッス,pw01dud102022104382/72,牡3,3,1,1,1,0.333333,0.333333,0.333333,8.6667,37.3,35.5,2025-05-17,2025-06-15,阪神,ダート,800,12,"{""京都|ダート|900"": 1, ""京都|芝|800"": 1, ""阪神|ダート|800"": 1}"
ワールドシリーズ,pw01dud102021110002/E5,牡4,6,0,0,0,0.0,0.0,0.0,8.8333,37.2167,35.4,2025-01-06,2025-12-14,中京,ダート,200,10,"{""中京|ダート|200"": 2, ""中京|ダート|400"": 1, ""中京|芝|200"": 1, ""京都|ダート|200"": 1, ""阪神|ダート|200"": 1}"
ワールドスケール,pw01dud102017106372/91,牡8,7,1,1,2,0.142857,0.142857,0.285714,5.2857,,,2025-01-11,2025-11-22,福島,障害,380,3,"{""中京|障害|300"": 1, ""京都|障害|170"": 2, ""小倉|障害|860"": 1, ""新潟|障害|290"": 1, ""福島|障害|380"": 2}"
ワールドタキオン,pw01dud102018101267/70,牡7,4,0,0,0,0.0,0.0,0.0,12.25,38.625,38.2,2025-06-21,2025-09-20,中山,ダート,800,12,"{""中山|ダート|800"": 1, ""函館|ダート|700"": 1, ""札幌|ダート|700"": 1, ""阪神|ダート|400"": 1}"
ワールドブレイヴ,pw01dud102023105578/F1,牡2,4,0,0,0,0.0,0.0,0.0,9.0,38.425,36.4,2025-08-30,2025-12-14,中京,芝,000,8,"{""中京|芝|000"": 1, ""札幌|ダート|700"": 1, ""東京|ダート|400"": 1, ""東京|ダート|600"": 1}"
ワールドロイヤル,pw01dud102023102098/4F,牡2,1,0,0,0,0.0,0.0,0.0,5.0,38.0,38.0,2025-12-07,2025-12-07,阪神,ダート,800,5,"{""阪神|ダート|800"": 1}"
ヴァイオスペース,pw01dud102023100538/06,牡2,2,0,0,0,0.0,0.0,0.0,9.5,37.5,35.8,2025-07-20,2025-11-09,東京,芝,400,10,"{""函館|芝|800"": 1, ""東京|芝|400"": 1}"
ヴァイオパイシーズ,pw01dud102022105217/FF,牝3,4,1,1,2,0.25,0.25,0.5,6.0,41.05,39.1,2025-01-13,2025-10-19,新潟,ダート,800,15,"{""中山|ダート|800"": 2, ""新潟|ダート|800"": 1, ""福島|ダート|700"": 1}"
ヴァイザーバルコ,pw01dud102020106694/C1,せん5,11,1,3,4,0.090909,0.272727,0.363636,5.0,35.4727,33.8,2025-01-12,2025-12-07,中山,芝,500,8,"{""中山|芝|200"": 1, ""中山|芝|500"": 2, ""小倉|芝|600"": 1, ""札幌|芝|600"": 2, ""東京|芝|400"": 2, ""福島|芝|600"": 3}"
ヴァイザーブリック,pw01dud102021105417/D5,牡4,4,0,0,0,0.0,0.0,0.0,7.75,35.35,34.1,2025-02-22,2025-11-16,東京,芝,800,8,"{""中山|芝|800"": 1, ""東京|芝|000"": 1, ""東京|芝|800"": 2}"
ヴァイスクレー,pw01dud102022105010/78,牝3,7,0,1,1,0.0,0.142857,0.142857,6.8571,35.5,34.6,2025-01-25,2025-08-17,中京,芝,600,13,"{""中京|芝|400"": 1, ""中京|芝|600"": 2, ""京都|芝|600"": 2, ""小倉|芝|200"": 1, ""福島|芝|000"": 1}"
ヴァイタルピース,pw01dud102021110079/7A,せん4,7,0,0,0,0.0,0.0,0.0,10.2857,35.6857,34.2,2025-01-12,2025-08-24,札幌,芝,000,12,"{""中京|芝|400"": 1, ""京都|ダート|400"": 1, ""京都|芝|400"": 1, ""京都|芝|600"": 1, ""札幌|芝|000"": 1, ""札幌|芝|500"": 1, ""阪神|芝|400"": 1, ""阪神|芝|600"": 1}"
ヴァイルマティ,pw01dud102020105789/32,牝5,6,0,0,0,0.0,0.0,0.0,7.8333,35.15,34.1,2025-02-22,2025-12-21,中山,芝,000,5,"{""中山|芝|000"": 2, ""新潟|芝|800"": 1, ""東京|芝|800"": 1, ""福島|芝|000"": 2}"
ヴァカンツァ,pw01dud102022100416/43,牝3,3,0,0,1,0.0,0.0,0.333333,7.0,38.6667,37.8,2025-07-27,2025-09-07,阪神,ダート,400,12,"{""中京|ダート|400"": 2, ""阪神|ダート|400"": 1}"
ヴァクストゥーム,pw01dud102017106136/BB,牡8,2,0,0,0,0.0,0.0,0.0,12.5,37.3,36.2,2025-05-03,2025-05-10,京都,ダート,800,10,"{""京都|ダート|200"": 1, ""京都|ダート|800"": 1}"
ヴァサヴォワール,pw01dud102022104612/95,牡3,1,0,0,0,0.0,0.0,0.0,7.0,40.6,40.6,2025-07-19,2025-07-19,函館,ダート,700,7,"{""函館|ダート|700"": 1}"
ヴァシーオ,pw01dud102022104483/16,牝3,2,0,0,0,0.0,0.0,0.0,12.5,36.5,36.4,2025-01-26,2025-02-01,小倉,芝,000,10,"{""小倉|芝|000"": 2}"
ヴァズレーヌ,pw01dud102021106707/47,牝4,6,0,3,3,0.0,0.5,0.5,3.8333,38.5833,37.9,2025-01-13,2025-10-18,新潟,ダート,800,6,"{""中京|ダート|800"": 1, ""中京|ダート|900"": 1, ""新潟|ダート|800"": 3, ""東京|ダート|600"": 1}"
ヴァトレニ,pw01dud102018104331/8C,せん7,3,0,0,0,0.0,0.0,0.0,10.6667,35.2,35.2,2025-01-11,2025-05-03,新潟,障害,890,8,"{""中京|障害|300"": 1, ""京都|芝|400"": 1, ""新潟|障害|890"": 1}"
ヴァナルガンド,pw01dud102020104567/DB,牡5,5,1,3,3,0.2,0.6,0.6,4.4,37.7,36.4,2025-03-29,2025-12-21,中山,ダート,800,9,"{""中山|ダート|800"": 2, ""新潟|ダート|800"": 2, ""東京|ダート|100"": 1}"
ヴァランセカズマ,pw01dud102017105822/47,牡8,5,0,0,1,0.0,0.0,0.2,7.2,,,2025-07-06,2025-11-24,福島,障害,770,5,"{""中京|障害|300"": 1, ""東京|障害|000"": 1, ""福島|障害|750"": 1, ""福島|障害|770"": 1, ""阪神|障害|970"": 1}"
ヴァリアメンテ,pw01dud102018105478/11,牡7,1,0,0,0,0.0,0.0,0.0,7.0,,,2025-02-22,2025-02-22,小倉,障害,390,7,"{""小倉|障害|390"": 1}"
ヴァリアントマーチ,pw01dud102022105689/19,牝3,6,0,0,0,0.0,0.0,0.0,9.8333,35.4833,33.8,2025-03-29,2025-12-13,中京,芝,200,15,"{""中京|芝|200"": 1, ""中山|ダート|200"": 1, ""中山|芝|200"": 2, ""東京|芝|400"": 1, ""福島|芝|200"": 1}"
ヴァリオーサ,pw01dud102022105711/42,牝3,9,1,2,3,0.111111,0.222222,0.333333,4.5556,38.6778,37.0,2025-03-09,2025-12-06,中京,ダート,800,8,"{""中京|ダート|800"": 1, ""中京|ダート|900"": 1, ""京都|ダート|800"": 2, ""小倉|ダート|700"": 1, ""福島|ダート|700"": 1, ""阪神|ダート|000"": 1, ""阪神|ダート|800"": 2}"
ヴァリスクブレイズ,pw01dud102023101749/DA,牡2,1,0,0,0,0.0,0.0,0.0,7.0,35.3,35.3,2025-09-21,2025-09-21,中山,芝,000,7,"{""中山|芝|000"": 1}"
ヴァリスマリネリス,pw01dud102023103356/AB,牝2,1,1,1,1,1.0,1.0,1.0,1.0,34.2,34.2,2025-10-26,2025-10-26,東京,芝,800,1,"{""東京|芝|800"": 1}"
ヴァリディシームス,pw01dud102022105769/2A,牡3,6,2,4,6,0.333333,0.666667,1.0,2.0,34.65,33.9,2025-02-22,2025-10-18,東京,芝,000,3,"{""中京|芝|000"": 1, ""中京|芝|200"": 1, ""京都|芝|000"": 1, ""京都|芝|400"": 1, ""東京|芝|000"": 1, ""阪神|芝|200"": 1}"
ヴァリラプトル,pw01dud102022105563/16,牝3,6,0,0,0,0.0,0.0,0.0,9.5,37.6167,34.8,2025-02-09,2025-06-21,阪神,芝,000,11,"{""京都|芝|400"": 3, ""小倉|ダート|700"": 1, ""阪神|ダート|800"": 1, ""阪神|芝|000"": 1}"
ヴァリージア,pw01dud102020103433/BF,牡5,4,1,1,1,0.25,0.25,0.25,4.0,37.2,35.5,2025-09-14,2025-12-21,阪神,芝,200,1,"{""京都|ダート|800"": 2, ""阪神|ダート|000"": 1, ""阪神|芝|200"": 1}"
ヴァルキリーバース,pw01dud102022104764/FC,牝3,2,1,2,2,0.5,1.0,1.0,1.5,33.85,33.6,2025-02-22,2025-04-27,東京,芝,000,2,"{""東京|芝|000"": 2}"
ヴァルク,pw01dud102023101693/47,牡2,1,0,0,0,0.0,0.0,0.0,12.0,38.5,38.5,2025-12-06,2025-12-06,中山,ダート,200,12,"{""中山|ダート|200"": 1}"
ヴァルチャースター,pw01dud102022104949/7D,牡3,4,0,0,0,0.0,0.0,0.0,8.5,37.425,35.6,2025-01-26,2025-08-23,札幌,ダート,700,10,"{""函館|芝|800"": 2, ""小倉|芝|800"": 1, ""札幌|ダート|700"": 1}"
ヴァルツァーシャル,pw01dud102019102437/1D,牡6,4,0,1,1,0.0,0.25,0.25,7.75,37.95,34.9,2025-08-09,2025-12-14,中山,ダート,800,2,"{""中山|ダート|800"": 1, ""京都|ダート|800"": 1, ""札幌|ダート|700"": 1, ""東京|ダート|600"": 1}"
ヴァルトバーデン,pw01dud102022101548/79,牡3,6,0,0,0,0.0,0.0,0.0,9.8333,42.58,40.0,2025-01-05,2025-11-29,京都,障害,910,8,"{""中山|ダート|800"": 2, ""京都|障害|910"": 1, ""新潟|ダート|800"": 3}"
ヴァルドグラース,pw01dud102022105736/A1,牝3,4,0,0,0,0.0,0.0,0.0,10.75,38.45,35.8,2025-03-22,2025-09-14,阪神,ダート,200,15,"{""中京|ダート|200"": 1, ""中京|芝|600"": 1, ""小倉|ダート|700"": 1, ""阪神|ダート|200"": 1}"
ヴァルドルチャ,pw01dud102021103000/FE,牡4,3,0,0,0,0.0,0.0,0.0,11.6667,39.5333,36.4,2025-08-02,2025-09-21,中山,芝,600,9,"{""中山|ダート|200"": 1, ""中山|芝|600"": 1, ""新潟|ダート|800"": 1}"
ヴァルボナ,pw01dud102023106721/CD,牡2,3,0,0,1,0.0,0.0,0.333333,5.0,36.5,34.7,2025-09-20,2025-11-09,福島,芝,200,8,"{""中山|芝|600"": 1, ""東京|ダート|600"": 1, ""福島|芝|200"": 1}"
ヴァルボリ,pw01dud102023103393/92,牡2,1,0,0,0,0.0,0.0,0.0,8.0,44.4,44.4,2025-11-09,2025-11-09,京都,芝,000,8,"{""京都|芝|000"": 1}"
